requestid,tokenid,reconciliationidentity,versionnumber,serialnumber,manufacturername,workgroup,modifieddate,totalphysicalmemory,createdate,numberofslots,ReconciliationRuleId
000000000009459|000000000083961,Sys1 96110727e45fc63-9d1a-42f0-9940-58c70a6ff71a,OI-A17EF6707A7111EFBB8E52F50F8528D8,Version - v2.0.0,7e45fc63-9d1a-42f0-9940-58c70a6ff71a,ibm,perf engineering,1727181498,14,1727181319,4,100
000000000008991|000000000083493,Sys1 81193222926b72e6-464e-4a1f-b33b-5cf2ca11ceb7,OI-A0E73B007A7111EFBB5C52F50F8528D8,Version - v2.0.0,926b72e6-464e-4a1f-b33b-5cf2ca11ceb7,ibm,perf engineering,1727181498,14,1727181078,4,100
000000000009468|000000000083970,Sys1 36673434b08616ac-5963-4c01-a538-e88fe095e57f,OI-A1457E2C7A7111EFBB7B52F50F8528D8,Version - v2.0.0,b08616ac-5963-4c01-a538-e88fe095e57f,ibm,perf engineering,1727181498,14,1727181324,4,100
000000000009387|000000000083889,PC1 39732425615e7780-e4a5-48d9-9f5d-c76e66408d18,OI-A0EB407E7A7111EFBB5D52F50F8528D8,Version - v2.0.0,615e7780-e4a5-48d9-9f5d-c76e66408d18,ibm,perf engineering,1727181498,14,1727181282,4,100
000000000009015|000000000083517,PC1 41214002ae2d99e7-db53-4969-95a6-12085b2625b2,OI-A12159167A7111EFBB7552F50F8528D8,Version - v2.0.0,ae2d99e7-db53-4969-95a6-12085b2625b2,ibm,perf engineering,1727181498,14,1727181090,4,100
000000000009023|000000000083525,Sys1 86443336404cf397-87b6-4bb5-9ecc-e9fb821aed18,OI-A10EA3CA7A7111EFBB5E52F50F8528D8,Version - v2.0.0,404cf397-87b6-4bb5-9ecc-e9fb821aed18,ibm,perf engineering,1727181498,14,1727181094,4,100
000000000007095|000000000081597,,OI-E34319BA7A6C11EFBD2C52F50F8528D8,Version - 1233,c42d919d-fe5f-4f8b-b050-561a31704feb,lenovo,QA,1727179480,12,1727179012,4,110
000000000009066|000000000083568,PC1 52818696d5ce82ee-5871-4932-a092-6b80cbba7afa,OI-A14660DA7A7111EFBB7C52F50F8528D8,Version - v2.0.0,d5ce82ee-5871-4932-a092-6b80cbba7afa,ibm,perf engineering,1727181498,14,1727181117,4,100
000000000009290|000000000083792,Sys1 606529302c511e5-1a7e-4cbc-bf54-95f80e188aa7,OI-A10F11987A7111EFBB5F52F50F8528D8,Version - v2.0.0,02c511e5-1a7e-4cbc-bf54-95f80e188aa7,ibm,perf engineering,1727181498,14,1727181232,4,100
000000000008997|000000000083499,Sys1 2626804387c67e4-754d-4eb3-9378-7ebe34613802,OI-A14100547A7111EFBB7752F50F8528D8,Version - v2.0.0,387c67e4-754d-4eb3-9378-7ebe34613802,ibm,perf engineering,1727181498,14,1727181081,4,100
000000000009053|000000000083555,Sys1 6386292720bdde64-d906-44ff-b5be-be096484eec8,OI-A1421CF07A7111EFBB7852F50F8528D8,Version - v2.0.0,20bdde64-d906-44ff-b5be-be096484eec8,ibm,perf engineering,1727181498,14,1727181110,4,100
000000000009230|000000000083732,Sys1 87433475b0f204d2-18e0-46d8-92ac-5ae6036632c2,OI-A10F3CA47A7111EFBB6052F50F8528D8,Version - v2.0.0,b0f204d2-18e0-46d8-92ac-5ae6036632c2,ibm,perf engineering,1727181498,14,1727181202,4,100
000000000009325|000000000083827,PC1 85477365a61c77f3-dc32-4f20-9caa-1c679d3b28ea,OI-A0A93BFC7A7111EFBB2E52F50F8528D8,Version - v2.0.0,a61c77f3-dc32-4f20-9caa-1c679d3b28ea,ibm,perf engineering,1727181498,14,1727181250,4,100
000000000009254|000000000083756,PC1 41762503d3129419-c5e6-4090-8caa-f46f30056c1a,OI-A1102A4C7A7111EFBB6352F50F8528D8,Version - v2.0.0,d3129419-c5e6-4090-8caa-f46f30056c1a,ibm,perf engineering,1727181498,14,1727181214,4,100
000000000009030|000000000083532,PC1 62981455399af392-2c62-4497-8436-66756e1ac4e2,OI-A14791587A7111EFBB8052F50F8528D8,Version - v2.0.0,399af392-2c62-4497-8436-66756e1ac4e2,ibm,perf engineering,1727181498,14,1727181098,4,100
000000000009400|000000000083902,PC1 5238960807a42ae2-46cf-4b40-ae85-f2e00e169987,OI-A110D7627A7111EFBB6452F50F8528D8,Version - v2.0.0,07a42ae2-46cf-4b40-ae85-f2e00e169987,ibm,perf engineering,1727181498,14,1727181289,4,100
000000000009149|000000000083651,PC1 220788469d50a60f-032e-40da-b4c9-c3a27a51739a,OI-A147AAEE7A7111EFBB8152F50F8528D8,Version - v2.0.0,9d50a60f-032e-40da-b4c9-c3a27a51739a,ibm,perf engineering,1727181498,14,1727181160,4,100
000000000009257|000000000083759,PC1 70771015c109880a-b2ad-42b2-b488-31226bd78870,OI-A111C05A7A7111EFBB6552F50F8528D8,Version - v2.0.0,c109880a-b2ad-42b2-b488-31226bd78870,ibm,perf engineering,1727181499,14,1727181216,4,100
000000000009248|000000000083750,PC1 66306700dc01320e-f86d-4f8a-b154-363e50aa1fc2,OI-A0A96E387A7111EFBB3152F50F8528D8,Version - v2.0.0,dc01320e-f86d-4f8a-b154-363e50aa1fc2,ibm,perf engineering,1727181499,14,1727181211,4,100
000000000009058|000000000083560,PC1 669851917829bd51-7f44-4ccd-9b03-21cebacd343b,OI-A0A993727A7111EFBB3252F50F8528D8,Version - v2.0.0,7829bd51-7f44-4ccd-9b03-21cebacd343b,ibm,perf engineering,1727181499,14,1727181112,4,100
000000000009279|000000000083781,Sys1 404351976c73b2c9-c55d-4909-84b5-9acdd670b94a,OI-A0A99D367A7111EFBB3352F50F8528D8,Version - v2.0.0,6c73b2c9-c55d-4909-84b5-9acdd670b94a,ibm,perf engineering,1727181499,14,1727181227,4,100
000000000006969|000000000081471,,OI-E5E438E87A6C11EFBE0452F50F8528D8,Version - 1233,94161ebb-4a55-4f72-8b1a-89ce5daee38c,lenovo,QA,1727179476,12,1727178934,4,110
000000000009054|000000000083556,PC1 4096877a00d8f84-c719-43fb-a8cf-53bbe3e576a4,OI-A0AA82C87A7111EFBB3452F50F8528D8,Version - v2.0.0,a00d8f84-c719-43fb-a8cf-53bbe3e576a4,ibm,perf engineering,1727181499,14,1727181110,4,100
000000000008998|000000000083500,PC1 5389652b147457c-6c91-4f0e-82a1-2bd7aced4209,OI-A0AAB5867A7111EFBB3552F50F8528D8,Version - v2.0.0,b147457c-6c91-4f0e-82a1-2bd7aced4209,ibm,perf engineering,1727181499,14,1727181081,4,100
000000000009170|000000000083672,PC1 78377830b0893c4d-667c-4a3d-aed9-fb66d8ec2d0d,OI-A0AACC107A7111EFBB3652F50F8528D8,Version - v2.0.0,b0893c4d-667c-4a3d-aed9-fb66d8ec2d0d,ibm,perf engineering,1727181499,14,1727181171,4,100
000000000008992|000000000083494,Sys1 4681345555952231-47f2-42d8-a702-5a7d6e5e4697,OI-A0AAE70E7A7111EFBB3752F50F8528D8,Version - v2.0.0,55952231-47f2-42d8-a702-5a7d6e5e4697,ibm,perf engineering,1727181499,14,1727181078,4,100
000000000009225|000000000083727,Sys1 16271527623ed70a-3603-433e-97ea-9f10a9c75c48,OI-A0AB1AF87A7111EFBB3852F50F8528D8,Version - v2.0.0,623ed70a-3603-433e-97ea-9f10a9c75c48,ibm,perf engineering,1727181499,14,1727181199,4,100
000000000009198|000000000083700,Sys1 911938912c679e97-6e0b-4769-95cf-0483fd27396e,OI-A0ABBF947A7111EFBB3B52F50F8528D8,Version - v2.0.0,2c679e97-6e0b-4769-95cf-0483fd27396e,ibm,perf engineering,1727181499,14,1727181186,4,100
000000000006978|000000000081480,,OI-E5E66EB07A6C11EFBE0952F50F8528D8,Version - 1233,83edcf94-8bb8-408b-8c32-dc4d00e9c622,lenovo,QA,1727179477,12,1727178940,4,110
000000000009199|000000000083701,Sys1 91455556406e5f1a-35cd-4b3b-93c3-16200cfa7c17,OI-A0ABD2727A7111EFBB3C52F50F8528D8,Version - v2.0.0,406e5f1a-35cd-4b3b-93c3-16200cfa7c17,ibm,perf engineering,1727181499,14,1727181186,4,100
000000000008988|000000000083490,Sys1 6888309329f0fc97-b24f-4c9a-b6da-1758581548c5,OI-A1486C727A7111EFBB8252F50F8528D8,Version - v2.0.0,29f0fc97-b24f-4c9a-b6da-1758581548c5,ibm,perf engineering,1727181499,14,1727181076,4,100
000000000009356|000000000083858,Sys1 75449033096b570-6410-4ce3-946c-31ce16cec659,OI-A11289047A7111EFBB6652F50F8528D8,Version - v2.0.0,3096b570-6410-4ce3-946c-31ce16cec659,ibm,perf engineering,1727181499,14,1727181266,4,100
000000000009312|000000000083814,PC1 4614670181329aa3-86f8-46ce-8eeb-09713b2fa872,OI-A148CC127A7111EFBB8352F50F8528D8,Version - v2.0.0,81329aa3-86f8-46ce-8eeb-09713b2fa872,ibm,perf engineering,1727181499,14,1727181244,4,100
000000000009188|000000000083690,PC1 94654245ef7bef8e-38bd-4bd3-80d4-c110f57df696,OI-A1128B987A7111EFBB6752F50F8528D8,Version - v2.0.0,ef7bef8e-38bd-4bd3-80d4-c110f57df696,ibm,perf engineering,1727181499,14,1727181180,4,100
000000000009416|000000000083918,Sys1 4819909119ee165f-95ea-4a17-89f4-8b90e185aec2,OI-A112902A7A7111EFBB6852F50F8528D8,Version - v2.0.0,19ee165f-95ea-4a17-89f4-8b90e185aec2,ibm,perf engineering,1727181499,14,1727181297,4,100
000000000009328|000000000083830,PC1 30557925c13d2499-be42-49cd-a973-438a67b28575,OI-A1129D727A7111EFBB6952F50F8528D8,Version - v2.0.0,c13d2499-be42-49cd-a973-438a67b28575,ibm,perf engineering,1727181499,14,1727181252,4,100
000000000009335|000000000083837,PC1 13758398259526dd-d39b-4916-945f-a038aca6f289,OI-A14AB3107A7111EFBB8552F50F8528D8,Version - v2.0.0,259526dd-d39b-4916-945f-a038aca6f289,ibm,perf engineering,1727181499,14,1727181255,4,100
000000000008271|000000000082773,,OI-8B125AE67A6F11EFB76552F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180292,4,130
000000000008270|000000000082772,,OI-901F026E7A6F11EFB8EF52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180292,4,130
000000000008340|000000000082842,,OI-8EA408BC7A6F11EFB87B52F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180327,4,130
000000000008284|000000000082786,,OI-8BB2D8687A6F11EFB79652F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180299,4,130
000000000008281|000000000082783,,OI-8E71774E7A6F11EFB86F52F50F8528D8,Version - v3.4.0,,hp,QA,1727180669,10,1727180297,4,130
000000000008302|000000000082804,,OI-8B1063E47A6F11EFB76152F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180308,4,130
000000000008295|000000000082797,,OI-8C6174CC7A6F11EFB7BF52F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180305,4,130
000000000008297|000000000082799,,OI-8B56C10E7A6F11EFB77552F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180306,4,130
000000000008315|000000000082817,,OI-8C8135F07A6F11EFB7D352F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180315,4,130
000000000006965|000000000081467,,OI-E3D511BC7A6C11EFBD6552F50F8528D8,Version - 1233,768d59bd-b807-4cee-bdca-da8722f8c6d9,lenovo,QA,1727179478,12,1727178932,4,110
000000000006992|000000000081494,,OI-E70F822C7A6C11EFBE7252F50F8528D8,Version - 1233,27d0355c-1b1c-42de-9930-47f41a2a4bff,lenovo,QA,1727179478,12,1727178949,4,110
000000000006993|000000000081495,,OI-E729556C7A6C11EFBE7952F50F8528D8,Version - 1233,6b651f3d-3f79-4c0a-ad82-22be9e114313,lenovo,QA,1727179478,12,1727178949,4,110
000000000006964|000000000081466,,OI-E3ECBAD87A6C11EFBD6D52F50F8528D8,Version - 1233,c462acc1-f86d-442c-bc9b-c8e1105fe48e,lenovo,QA,1727179478,12,1727178931,4,110
000000000007314|000000000081816,,OI-E22BA9847A6C11EFBCD052F50F8528D8,Version - 1233,6cac25ae-e7f2-43c8-9762-9346ae386cae,lenovo,QA,1727179477,12,1727179137,4,110
000000000007038|000000000081540,,OI-E1E393F67A6C11EFBCC752F50F8528D8,Version - 1233,e7da94a8-bcff-4b8c-810c-624f3de97233,lenovo,QA,1727179478,12,1727178977,4,110
000000000007405|000000000081907,,OI-E1DFC3027A6C11EFBCB652F50F8528D8,Version - 1233,8f63dcab-46c1-47a7-8e80-3e47253edb0e,lenovo,QA,1727179479,12,1727179189,4,110
000000000007356|000000000081858,,OI-E3DE14A67A6C11EFBD6852F50F8528D8,Version - 1233,155892a3-667a-4624-aceb-b7d72a75ba5b,lenovo,QA,1727179478,12,1727179161,4,110
000000000007377|000000000081879,,OI-E6BE27B07A6C11EFBE4F52F50F8528D8,Version - 1233,51737b78-ca8c-4355-b0b4-4dd9079a829d,lenovo,QA,1727179479,12,1727179173,4,110
000000000006996|000000000081498,,OI-E6C675F07A6C11EFBE5352F50F8528D8,Version - 1233,97dfdc75-3e7d-488e-8527-a6625928fa87,lenovo,QA,1727179479,12,1727178951,4,110
000000000006984|000000000081486,,OI-E598EADC7A6C11EFBDEF52F50F8528D8,Version - 1233,8bca7428-9f82-4161-b437-9f6843453b67,lenovo,QA,1727179476,12,1727178943,4,110
000000000006970|000000000081472,,OI-E3EDC2347A6C11EFBD6E52F50F8528D8,Version - 1233,bc89acc0-23fa-4a7b-a2d7-854e610dc37f,lenovo,QA,1727179478,12,1727178935,4,110
000000000006967|000000000081469,,OI-E3D6252A7A6C11EFBD6652F50F8528D8,Version - 1233,570d3a54-b570-49f0-b19d-2500bf71aabd,lenovo,QA,1727179478,12,1727178933,4,110
000000000007003|000000000081505,,OI-E35809B07A6C11EFBD3B52F50F8528D8,Version - 1233,0d9963c0-1e47-4577-94ab-fa583560043e,lenovo,QA,1727179479,12,1727178955,4,110
000000000007019|000000000081521,,OI-E35CDE367A6C11EFBD3D52F50F8528D8,Version - 1233,dea973d7-cb30-4215-9746-4344b3373781,lenovo,QA,1727179479,12,1727178965,4,110
000000000007014|000000000081516,,OI-E38CA45E7A6C11EFBD4F52F50F8528D8,Version - 1233,a31fa880-8680-40db-9282-2f3a256c9006,lenovo,QA,1727179479,12,1727178962,4,110
000000000007001|000000000081503,,OI-E512A7C47A6C11EFBDC052F50F8528D8,Version - 1233,9aa57475-2576-4b7b-9624-758228dddb8e,lenovo,QA,1727179481,12,1727178954,4,110
000000000007036|000000000081538,,OI-E4139CDE7A6C11EFBD7452F50F8528D8,Version - 1233,ab512260-77e0-4700-9bff-c35e47f4776e,lenovo,QA,1727179478,12,1727178975,4,110
000000000007076|000000000081578,,OI-E39613047A6C11EFBD5252F50F8528D8,Version - 1233,917a6f25-cd05-4b37-867a-1c83735c0c81,lenovo,QA,1727179480,12,1727179001,4,110
000000000007025|000000000081527,,OI-E42E1DAC7A6C11EFBD8152F50F8528D8,Version - 1233,78a5bb3f-bdc3-4a0b-81cc-41b2475638ca,lenovo,QA,1727179481,12,1727178969,4,110
000000000007050|000000000081552,,OI-E3A484847A6C11EFBD5752F50F8528D8,Version - 1233,676a483a-38c8-4b73-b92e-d4cc2de918dd,lenovo,QA,1727179480,12,1727178984,4,110
000000000007056|000000000081558,,OI-E4710FAE7A6C11EFBD8A52F50F8528D8,Version - 1233,a030a3cc-e032-445d-b904-416651bfca64,lenovo,QA,1727179480,12,1727178988,4,110
000000000007043|000000000081545,,OI-E3B6B2127A6C11EFBD5852F50F8528D8,Version - 1233,ce5f1997-28c4-4e45-bb4d-73d61607dd6c,lenovo,QA,1727179480,12,1727178980,4,110
000000000007116|000000000081618,,OI-E400DD7E7A6C11EFBD7052F50F8528D8,Version - 1233,e3d442ef-363f-49d2-8b93-6fcf03ffd774,lenovo,QA,1727179478,12,1727179025,4,110
000000000007085|000000000081587,,OI-E415D3C87A6C11EFBD7752F50F8528D8,Version - 1233,1957d6cd-4edc-42cb-805d-be3ba7f5627c,lenovo,QA,1727179478,12,1727179006,4,110
000000000007111|000000000081613,,OI-E3EECD3C7A6C11EFBD6F52F50F8528D8,Version - 1233,12ee82f2-ccdd-4550-bd74-dbbc2a9b0d5d,lenovo,QA,1727179478,12,1727179022,4,110
000000000007125|000000000081627,,OI-E6FC3BEA7A6C11EFBE6852F50F8528D8,Version - 1233,ef3178af-3c53-4a25-a48d-737176329fc2,lenovo,QA,1727179478,12,1727179030,4,110
000000000007119|000000000081621,,OI-E3DF23DC7A6C11EFBD6B52F50F8528D8,Version - 1233,edc86813-c7fb-46bb-bb62-94289374d837,lenovo,QA,1727179478,12,1727179027,4,110
000000000007129|000000000081631,,OI-E3C995767A6C11EFBD5952F50F8528D8,Version - 1233,9bee6fd2-72ca-4302-9f4c-3a149d2add49,lenovo,QA,1727179480,12,1727179033,4,110
000000000007118|000000000081620,,OI-E508F81E7A6C11EFBDBB52F50F8528D8,Version - 1233,cf22a09b-c5e3-453e-b0e2-90179a696342,lenovo,QA,1727179481,12,1727179027,4,110
000000000007146|000000000081648,,OI-E3DBB8647A6C11EFBD6752F50F8528D8,Version - 1233,d8028ccd-cdcc-4813-8d96-7cc371d729a1,lenovo,QA,1727179478,12,1727179043,4,110
000000000007148|000000000081650,,OI-E228E0AA7A6C11EFBCCB52F50F8528D8,Version - 1233,6707c8ae-0e1c-4939-897f-5777c28864c8,lenovo,QA,1727179478,12,1727179044,4,110
000000000007151|000000000081653,,OI-E412617A7A6C11EFBD7152F50F8528D8,Version - 1233,a01a9ac0-40db-414c-96d2-ab9eadc19ed7,lenovo,QA,1727179478,12,1727179045,4,110
000000000007167|000000000081669,,OI-E42E4D727A6C11EFBD8252F50F8528D8,Version - 1233,1c4a3637-a51f-4f7a-abf9-6fc3f5beb25a,lenovo,QA,1727179481,12,1727179054,4,110
000000000007183|000000000081685,,OI-E22FAD5E7A6C11EFBCDA52F50F8528D8,Version - 1233,eb36d690-a752-44ea-872e-56cec53873a2,lenovo,QA,1727179478,12,1727179063,4,110
000000000007178|000000000081680,,OI-E472563E7A6C11EFBD8B52F50F8528D8,Version - 1233,176064d0-e09d-42f6-889d-a9d6e1925b69,lenovo,QA,1727179480,12,1727179060,4,110
000000000007293|000000000081795,,OI-E1DF8BE47A6C11EFBCB352F50F8528D8,Version - 1233,3912cd0d-aa70-4161-950f-f9c8f1716fde,lenovo,QA,1727179478,12,1727179125,4,110
000000000007047|000000000081549,,OI-E22A695C7A6C11EFBCCC52F50F8528D8,Version - 1233,6d3cfb1d-3b2f-45ad-bb9f-df413426254f,lenovo,QA,1727179478,12,1727178982,4,110
000000000007106|000000000081608,,OI-E1E0E1D87A6C11EFBCB952F50F8528D8,Version - 1233,e82cd597-617e-4906-8ef7-b60ac5193bca,lenovo,QA,1727179479,12,1727179019,4,110
000000000006968|000000000081470,,OI-E238DE247A6C11EFBCDF52F50F8528D8,Version - 1233,6bd80b08-4d1d-4cde-a28f-81bff4e1fd2b,lenovo,QA,1727179479,12,1727178933,4,110
000000000007175|000000000081677,,OI-E3DE49087A6C11EFBD6952F50F8528D8,Version - 1233,f9b21897-4476-4c47-8795-288268e78d49,lenovo,QA,1727179478,12,1727179058,4,110
000000000007282|000000000081784,,OI-E5B714D07A6C11EFBDFA52F50F8528D8,Version - 1233,0faa5537-13d8-4ee5-8513-5fa851ee835c,lenovo,QA,1727179476,12,1727179119,4,110
000000000007283|000000000081785,,OI-E420F5DC7A6C11EFBD7C52F50F8528D8,Version - 1233,76a8d973-aaac-446c-9c1b-22b2f9e9b1af,lenovo,QA,1727179481,12,1727179119,4,110
000000000007208|000000000081710,,OI-E6BD234C7A6C11EFBE4E52F50F8528D8,Version - 1233,f00cf718-aa52-43a5-8385-6c6097b47d46,lenovo,QA,1727179479,12,1727179076,4,110
000000000007214|000000000081716,,OI-E3031E5A7A6C11EFBD1352F50F8528D8,Version - 1233,cd365ff5-fc3d-4375-befd-f20530aff5ce,lenovo,QA,1727179479,12,1727179079,4,110
000000000007213|000000000081715,,OI-E3054D4C7A6C11EFBD1952F50F8528D8,Version - 1233,5932be41-3052-478f-b602-aa345e0625f1,lenovo,QA,1727179479,12,1727179079,4,110
000000000007218|000000000081720,,OI-E79D4AD07A6C11EFBEA752F50F8528D8,Version - 1233,12672a3f-3ca5-42cf-ba5a-d4899183f397,lenovo,QA,1727179475,12,1727179082,4,110
000000000007222|000000000081724,,OI-E29644CE7A6C11EFBCF852F50F8528D8,Version - 1233,2f5ea99a-48c9-47b9-ad9e-2c94fbc20286,lenovo,QA,1727179480,12,1727179084,4,110
000000000007227|000000000081729,,OI-E75D8EA47A6C11EFBE8D52F50F8528D8,Version - 1233,e943710e-b263-4ec8-9103-8869a5de0b3d,lenovo,QA,1727179477,12,1727179087,4,110
000000000007238|000000000081740,,OI-E72BD8827A6C11EFBE7B52F50F8528D8,Version - 1233,82d52a9b-367d-41f2-aeb1-8d994f2d0473,lenovo,QA,1727179478,12,1727179093,4,110
000000000007241|000000000081743,,OI-E70474547A6C11EFBE6D52F50F8528D8,Version - 1233,b43833ed-4995-4930-8261-3c0490a82367,lenovo,QA,1727179478,12,1727179095,4,110
000000000007247|000000000081749,,OI-E739CA787A6C11EFBE8252F50F8528D8,Version - 1233,7bad23bb-66e4-4154-a05c-cc436a457dcd,lenovo,QA,1727179477,12,1727179098,4,110
000000000008316|000000000082818,,OI-8CF4C9C07A6F11EFB7F352F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180315,4,130
000000000007251|000000000081753,,OI-E6BEC9547A6C11EFBE5052F50F8528D8,Version - 1233,d6d5ed01-8a75-492f-bf79-8484c1f19048,lenovo,QA,1727179479,12,1727179101,4,110
000000000007256|000000000081758,,OI-E5B9F5107A6C11EFBDFC52F50F8528D8,Version - 1233,34ac1089-98da-427e-a3ce-14f817b0b871,lenovo,QA,1727179476,12,1727179104,4,110
000000000007263|000000000081765,,OI-E746782C7A6C11EFBE8752F50F8528D8,Version - 1233,429dd826-c8f0-4c40-aef9-4390225152f0,lenovo,QA,1727179477,12,1727179108,4,110
000000000007272|000000000081774,,OI-E38579367A6C11EFBD4D52F50F8528D8,Version - 1233,2e5dfbbc-c8ab-45c3-8345-7dae55c9eaa1,lenovo,QA,1727179479,12,1727179113,4,110
000000000007279|000000000081781,,OI-E71891507A6C11EFBE7452F50F8528D8,Version - 1233,46c548f2-1c8d-401e-96c6-c4679da2d53c,lenovo,QA,1727179478,12,1727179117,4,110
000000000007312|000000000081814,,OI-E4A959E07A6C11EFBD9F52F50F8528D8,Version - 1233,5f08a549-b8d9-4b61-b4f9-99a31cda7dba,lenovo,QA,1727179482,12,1727179136,4,110
000000000007331|000000000081833,,OI-E75009827A6C11EFBE8A52F50F8528D8,Version - 1233,56c77580-5087-4e54-a3aa-be4d5a15ae82,lenovo,QA,1727179477,12,1727179147,4,110
000000000007324|000000000081826,,OI-E38432C47A6C11EFBD4A52F50F8528D8,Version - 1233,a23e5e13-eceb-4508-a83a-f8e8ef58b44e,lenovo,QA,1727179479,12,1727179143,4,110
000000000007346|000000000081848,,OI-E22666CC7A6C11EFBCC952F50F8528D8,Version - 1233,9e3c166b-1e7d-4331-8b43-b424efcc252b,lenovo,QA,1727179478,12,1727179155,4,110
000000000007323|000000000081825,,OI-E570D5247A6C11EFBDE352F50F8528D8,Version - 1233,80ab5558-8815-437e-891d-8e3b790a8207,lenovo,QA,1727179478,12,1727179142,4,110
000000000007333|000000000081835,,OI-E1E1F3987A6C11EFBCBE52F50F8528D8,Version - 1233,92cb79a1-43ee-4351-afa0-cfea73375993,lenovo,QA,1727179479,12,1727179148,4,110
000000000007337|000000000081839,,OI-E6F6B0DA7A6C11EFBE6552F50F8528D8,Version - 1233,b2062d30-deba-44c6-979a-57b46ade5350,lenovo,QA,1727179477,12,1727179150,4,110
000000000007339|000000000081841,,OI-E6887C327A6C11EFBE3E52F50F8528D8,Version - 1233,0f4f8113-23b9-4d0a-8abe-a868bfabeeed,lenovo,QA,1727179477,12,1727179152,4,110
000000000007340|000000000081842,,OI-E49137987A6C11EFBD9952F50F8528D8,Version - 1233,542cda10-21b7-4290-b2ff-a70bd7de3cdb,lenovo,QA,1727179482,12,1727179152,4,110
000000000008321|000000000082823,,OI-90926A927A6F11EFB91552F50F8528D8,Version - v3.4.0,,hp,QA,1727180663,10,1727180318,4,130
000000000008322|000000000082824,,OI-8C5E4EFA7A6F11EFB7BD52F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180318,4,130
000000000007382|000000000081884,,OI-E22D366E7A6C11EFBCD552F50F8528D8,Version - 1233,9190381a-c7b5-4ce2-825f-ded6715ebf05,lenovo,QA,1727179478,12,1727179176,4,110
000000000007390|000000000081892,,OI-E471082E7A6C11EFBD8952F50F8528D8,Version - 1233,4c68c0ef-0413-4061-88c3-a28bd3c39622,lenovo,QA,1727179480,12,1727179180,4,110
000000000007406|000000000081908,,OI-E5590D907A6C11EFBDDC52F50F8528D8,Version - 1233,6b98e8ae-09c1-4ecf-92c2-fe57714b276f,lenovo,QA,1727179476,12,1727179189,4,110
000000000008323|000000000082825,,OI-90C514BA7A6F11EFB92052F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180319,4,130
000000000007419|000000000081921,,OI-E35936327A6C11EFBD3C52F50F8528D8,Version - 1233,6cff8344-40cb-43e7-89db-8426405a0fa7,lenovo,QA,1727179479,12,1727179197,4,110
000000000007422|000000000081924,,OI-E6B49C047A6C11EFBE4952F50F8528D8,Version - 1233,3e9a69a0-1031-4e37-a36f-bd2e4b30af2c,lenovo,QA,1727179478,12,1727179198,4,110
000000000007429|000000000081931,,OI-E3615C047A6C11EFBD3F52F50F8528D8,Version - 1233,5daea881-0ebf-4714-b9aa-9d31bfa16fdc,lenovo,QA,1727179479,12,1727179202,4,110
000000000007446|000000000081948,,OI-E3DF0C127A6C11EFBD6A52F50F8528D8,Version - 1233,234d8119-798b-4f4a-b806-2e11d82d20c1,lenovo,QA,1727179478,12,1727179212,4,110
000000000007168|000000000081670,,OI-E2C1A6BE7A6C11EFBD0052F50F8528D8,Version - 1233,fb57ac14-eb75-4a2e-bc2a-ed8aa479766f,lenovo,QA,1727179480,12,1727179055,4,110
000000000007412|000000000081914,,OI-E2C2B8747A6C11EFBD0452F50F8528D8,Version - 1233,b07afe26-cb26-4dbf-a3e1-2fa0b4d9e141,lenovo,QA,1727179480,12,1727179193,4,110
000000000007239|000000000081741,,OI-E382AA947A6C11EFBD4552F50F8528D8,Version - 1233,66a75521-7160-4bb2-9cfb-c6daaf2240a9,lenovo,QA,1727179479,12,1727179094,4,110
000000000007342|000000000081844,,OI-E2C3CE947A6C11EFBD0652F50F8528D8,Version - 1233,3566da22-8864-4f1b-8a68-589d92a9fad9,lenovo,QA,1727179480,12,1727179153,4,110
000000000007428|000000000081930,,OI-E5FCAAC27A6C11EFBE1152F50F8528D8,Version - 1233,f223811b-b902-44d6-b3ef-f75ae1ddefc0,lenovo,QA,1727179479,12,1727179202,4,110
000000000007255|000000000081757,,OI-E382D1FE7A6C11EFBD4652F50F8528D8,Version - 1233,6aad4cb4-489a-4f18-80f2-6b717f8878af,lenovo,QA,1727179479,12,1727179103,4,110
000000000007364|000000000081866,,OI-E47E00247A6C11EFBD9352F50F8528D8,Version - 1233,55663d0c-a2a8-4ef2-9ccd-5194a9bfc484,lenovo,QA,1727179482,12,1727179166,4,110
000000000007206|000000000081708,,OI-E49D19467A6C11EFBD9B52F50F8528D8,Version - 1233,a4ff62e4-f1d8-4e94-9fc8-dd7dabfa432d,lenovo,QA,1727179482,12,1727179075,4,110
